-0.372742,0.000000,100.000000,100.000000,100.000000
-0.351262,0.000000,100.000000,100.000000,100.000000
-0.330208,0.000000,100.000000,100.000000,100.000000
-0.309572,0.000000,100.000000,100.000000,100.000000
-0.287425,0.000000,100.000000,100.000000,100.000000
-0.265724,0.000000,100.000000,100.000000,100.000000
-0.244719,0.000000,100.000000,100.000000,100.000000
-0.224111,0.000000,100.000000,100.000000,100.000000
-0.203931,0.000000,100.000000,100.000000,100.000000
-0.183640,0.000000,100.000000,100.000000,100.000000
-0.163756,0.000000,100.000000,100.000000,100.000000
-0.144268,0.000000,100.000000,100.000000,100.000000
-0.125434,0.000000,100.000000,100.000000,100.000000
-0.106975,0.000000,100.000000,100.000000,100.000000
-0.088890,0.000000,100.000000,100.000000,100.000000
-0.074196,0.000000,100.000000,100.000000,100.000000
-0.059798,0.000000,100.000000,100.000000,100.000000
-0.045687,0.000000,100.000000,100.000000,100.000000
-0.032905,0.000000,100.000000,100.000000,100.000000
-0.020379,0.000000,100.000000,100.000000,100.000000
-0.008122,0.000000,100.000000,100.000000,100.000000
0.005785,0.000000,100.000000,100.000000,100.000000
0.019333,0.000000,100.000000,100.000000,100.000000
0.029763,0.000000,100.000000,100.000000,100.000000
0.040011,0.000000,100.000000,100.000000,100.000000
0.049967,0.000000,100.000000,100.000000,100.000000
0.057525,0.000000,100.000000,100.000000,100.000000
0.065019,0.000000,100.000000,100.000000,100.000000
0.072198,0.000000,100.000000,100.000000,100.000000
0.078836,0.000000,100.000000,100.000000,100.000000
0.085167,0.000000,100.000000,100.000000,100.000000
0.091527,0.000000,100.000000,100.000000,100.000000
0.101194,0.000000,100.000000,100.000000,100.000000
0.110732,0.000000,100.000000,100.000000,100.000000
0.120016,0.000000,100.000000,100.000000,100.000000
0.129711,0.000000,100.000000,100.000000,100.000000
0.139218,0.000000,100.000000,100.000000,100.000000
0.145153,0.000000,100.000000,100.000000,100.000000
0.150910,0.000000,100.000000,100.000000,100.000000
0.156604,0.000000,100.000000,100.000000,100.000000
0.163000,0.000000,100.000000,100.000000,100.000000
0.169258,0.000000,100.000000,100.000000,100.000000
0.175367,0.000000,100.000000,100.000000,100.000000
0.179265,0.000000,100.000000,100.000000,100.000000
0.182970,0.000000,100.000000,100.000000,100.000000
0.186673,0.000000,100.000000,100.000000,100.000000
0.191054,0.000000,100.000000,100.000000,100.000000
0.195412,0.000000,100.000000,100.000000,100.000000
0.197363,0.000000,100.000000,100.000000,100.000000
0.199280,0.000000,100.000000,100.000000,100.000000
0.201197,0.000000,100.000000,100.000000,100.000000
