0.510653,-0.031778,-0.020929,0.117156,0.007462,0.009655
0.510653,-0.032391,-0.010899,0.117156,0.007675,0.012015
0.510653,-0.032859,-0.000926,0.117156,0.007838,0.014277
0.684767,-0.033665,0.011998,0.154171,0.008037,0.017270
0.694114,-0.034477,0.024845,0.159060,0.008237,0.020302
0.694114,-0.035675,0.037055,0.159060,0.008476,0.023311
0.694114,-0.036865,0.049030,0.159060,0.008712,0.026258
0.838350,-0.038348,0.063364,0.095909,0.008875,0.027810
0.838350,-0.039795,0.077445,0.095909,0.009034,0.029328
0.838350,-0.041513,0.090980,0.095909,0.008925,0.030553
0.838350,-0.043267,0.104209,0.095909,0.008814,0.031751
0.996208,-0.045117,0.120235,-0.036286,0.008396,0.029981
0.996208,-0.047001,0.135908,-0.036286,0.007970,0.028238
0.996208,-0.048887,0.151266,-0.036286,0.007282,0.026273
0.996208,-0.050886,0.166206,-0.036286,0.006553,0.024308
1.122536,-0.052592,0.183661,-0.196676,0.005705,0.019057
1.122536,-0.054833,0.200242,-0.196676,0.003999,0.013070
1.122536,-0.056414,0.217138,-0.196676,0.002795,0.007695
1.196921,-0.057444,0.235725,-0.392101,0.001339,-0.001727
1.196921,-0.058526,0.253888,-0.392101,-0.000191,-0.011034
1.196921,-0.059067,0.272219,-0.392101,-0.001971,-0.020400
1.218364,-0.059653,0.290568,-0.392101,-0.003898,-0.029722
1.221566,-0.059829,0.309015,-0.611975,-0.006707,-0.044120
1.221566,-0.059983,0.327115,-0.611975,-0.009925,-0.058631
1.221566,-0.059744,0.345239,-0.611975,-0.013162,-0.072870
1.187328,-0.059245,0.362569,-0.791254,-0.017124,-0.091120
1.187328,-0.058626,0.379671,-0.791254,-0.022045,-0.109945
1.187328,-0.058040,0.396398,-0.791254,-0.026533,-0.127970
1.101645,-0.057311,0.411218,-0.791254,-0.032127,-0.146718
1.085873,-0.056601,0.425406,-0.965841,-0.036901,-0.167779
1.085873,-0.055546,0.439649,-0.965841,-0.041987,-0.188725
1.085873,-0.054515,0.453585,-0.965841,-0.046959,-0.209139
0.947179,-0.052659,0.465276,-0.990653,-0.053357,-0.231039
0.947179,-0.049974,0.477545,-0.990653,-0.061250,-0.253967
0.947179,-0.048392,0.488488,-0.990653,-0.065901,-0.273259
0.759278,-0.046805,0.495459,-0.920587,-0.070363,-0.290578
0.759278,-0.045288,0.502222,-0.920587,-0.074629,-0.307359
0.759278,-0.043862,0.508760,-0.920587,-0.078655,-0.323569
0.501119,-0.042437,0.510004,-0.740921,-0.082678,-0.335859
0.481688,-0.041119,0.510730,-0.746035,-0.086620,-0.347925
0.481688,-0.039788,0.511453,-0.746035,-0.090598,-0.359786
0.481688,-0.038308,0.512308,-0.746035,-0.094517,-0.371352
0.182919,-0.036269,0.507718,-0.567938,-0.099007,-0.379683
0.182919,-0.034701,0.502759,-0.567938,-0.102462,-0.386834
0.182919,-0.032011,0.498999,-0.567938,-0.107554,-0.395447
-0.129328,-0.030420,0.487991,-0.395200,-0.110675,-0.398500
-0.129328,-0.028646,0.477384,-0.395200,-0.114157,-0.401847
-0.129328,-0.027493,0.466379,-0.395200,-0.116975,-0.404476
-0.436665,-0.026800,0.448998,-0.305250,-0.119668,-0.405130
-0.436665,-0.026889,0.431197,-0.305250,-0.122892,-0.406292
-0.661598,-0.027615,0.408629,-0.229065,-0.124187,-0.404017
-0.661598,-0.028172,0.386679,-0.229065,-0.125179,-0.401490
-0.661598,-0.029155,0.364751,-0.229065,-0.125803,-0.398653
-0.790939,-0.030210,0.340602,-0.192832,-0.126474,-0.395194
-0.790778,-0.031494,0.316716,-0.192709,-0.126789,-0.391453
-0.790778,-0.032744,0.293342,-0.192709,-0.127096,-0.387779
-0.790778,-0.034307,0.270127,-0.192709,-0.127048,-0.383830
-0.798395,-0.035952,0.247145,-0.206175,-0.126998,-0.380228
-0.798395,-0.037482,0.224735,-0.206175,-0.126756,-0.376510
-0.798395,-0.039049,0.202737,-0.206175,-0.126508,-0.372860
-0.798395,-0.040829,0.180970,-0.206175,-0.125992,-0.369021
