-0.267111,0.000000,110.000000,0.000000,-0.000000,110.000000,-0.045876,0.000000,60.000000,0.000000,-0.000000,60.000000
-0.106459,0.000000,110.000000,0.000000,-0.000000,110.000000,-0.037827,0.000000,60.000000,0.000000,-0.000000,60.000000
-0.094460,0.000000,110.000000,0.000000,-0.000000,110.000000,0.119749,0.000000,60.000000,0.000000,-0.000000,60.000000
-0.146649,0.000000,110.000000,0.000000,-0.000000,110.000000,0.220597,0.000000,60.000000,0.000000,-0.000000,60.000000
-0.234616,0.000000,110.000000,0.000000,-0.000000,110.000000,0.252890,0.000000,60.000000,0.000000,-0.000000,60.000000
-0.264428,20.000000,135.199997,0.504000,-100.000000,110.000000,0.277705,20.000000,69.599998,0.384000,-100.000000,60.000000
-0.274164,2.829494,150.319992,0.806400,-2.023094,110.000000,0.243487,1.371221,75.360001,0.614400,-0.756821,60.000000
-0.291955,1.625659,159.391998,0.987840,-0.637819,110.000000,0.147842,0.993585,78.816002,0.752640,-0.240945,60.000000
-0.309865,1.338219,164.835205,1.096704,-0.241514,110.000000,-0.002545,0.927061,80.889603,0.835584,-0.091477,60.000000
-0.294103,1.269788,168.101120,1.162022,-0.107765,110.000000,-0.065168,0.926183,82.133759,0.885350,-0.040833,60.000000
-0.277122,-20.000000,159.660675,0.993213,100.000000,110.000000,-0.060380,18.311251,83.680252,0.947210,-17.364040,60.000000
-0.258922,0.152422,154.596405,0.891928,0.739506,110.000000,-0.000486,1.117071,84.608154,0.984326,-0.132745,60.000000
-0.258981,0.663244,151.557846,0.831157,0.167913,110.000000,0.042940,1.034431,85.164894,1.006596,-0.027835,60.000000
-0.278019,0.732681,149.734711,0.794694,0.062013,110.000000,0.105742,1.031061,85.498940,1.019958,-0.011103,60.000000
-0.279819,20.000000,151.440826,0.828817,-100.000000,110.000000,0.143501,-3.042662,79.299362,0.771975,3.814636,60.000000
-0.216250,0.933544,152.464493,0.849290,-0.084254,110.000000,0.088733,0.320519,75.579620,0.623185,0.302665,60.000000
-0.211496,0.892675,153.078690,0.861574,-0.031101,110.000000,0.045945,0.421958,73.347771,0.533911,0.111953,60.000000
-0.210749,0.882772,153.447220,0.868944,-0.013828,110.000000,-0.018671,0.430339,72.008659,0.480346,0.050007,60.000000
-0.234303,-20.000000,123.668335,0.273367,100.000000,110.000000,-0.090399,-20.000000,68.805199,0.352208,26.284805,60.000000
-0.257214,-1.399200,105.801003,-0.083980,1.315220,110.000000,-0.083657,0.135115,66.883118,0.275325,0.140210,60.000000
-0.255112,-0.813894,95.080605,-0.298388,0.515506,110.000000,-0.021128,0.174567,65.729874,0.229195,0.054628,60.000000
